discourse_text,discourse_type
"Yeah maybe i see where their coming from, not passing the law because if the technology fails and causes an accident .",Counterclaim
"yes, one could arugue the dangers of having a driveless car, since a driveless car is not the same as just having better brakes or a Google car that still has a human in control of it ",Counterclaim
These new cars have challeges to overcome and these challeges are the reason some oppose the idea ,Counterclaim
"I could agree with some things on the driveless cars. The first thing I can agree on is that it has sensors so that it can sense other cars coming towards it. I also like how they might be different versions to the self-driving cars, like som might be sensored or some might beamagnetized. Finally, I like how if you were to get in a tight spot, then the car will force you to do all the heavy lifting so you don't get hurt. ",Counterclaim
Driverless cars may still need modifications because there are still faults in dealing with traffic and roadwork. ,Counterclaim
"My counter-argument to my argument would be that there are plenty of sensors around the car stated in paragraph 4, ""...they needed a whole lot of sensors,""",Counterclaim
"They say that they plan to have these problems solved , & a handful of car companies plan to have cars that drive by themselves in a few years, but they get closer to where they want to be with this everyday. ",Counterclaim
" While some may state that automated cars can never reach the intuition and agility of a natural driver, ",Counterclaim
"The laws aginst the use of these ""Driverless"" cars are very reasonable too, and need to adjust for further research towards the safety of the people they aim to protect with these laws. ",Counterclaim
"Unfortunately, many of these same benefits offered by self-driving cars have a negative alter-ego. One of the major effects of increased automation is increased efficiency. However, as we move towards a fully automated world, we lose a lot of jobs in unspecialised industries. Laws would also have to be reworked for nearly every aspect of the traffic system. How and why would teenage drivers take a driving test if they're never going to have to drive a car? Will human drivers and AI drivers fall under the same category in the eyes of the law? There are still years and years of legal red tape that has to be cut through before self-driving cars can even make it onto the consumer market. In addition, there are soem ethical problems involved with programming self-driving cars. Programmers and developers could be a fault for deaths caused by bugs in their program. And what should you do if a crash is unavoidable? Should you sacrifice the passenger to save a pedestrian?",Counterclaim
"There are some negatives with the driverles car. If there is to much traffic, construction sight, or just something the automobile cannot handle then the driver will have to take over. ",Counterclaim
I see that if there was to be a wreck involving one of these cars it could easily be blamed on the manufacturer.,Counterclaim
Some say that this is a great idea but others would disagree ,Counterclaim
"Although I do think there are lots of cons to driverless cars, I do acknowledge the benefits.",Counterclaim
"Driverless cars are great, but like all great things there are some problems. The biggest problem is if a driverless car gets into a wreck whose problem is it the manufacteror or the driver. Another problem isthat many states do not believe driverless cars to be safe so they have not yet legalized them. ",Counterclaim
"In other hand, people disagree to develop the driverless cars. The text states, ""Why would anyone want a driverless cars that still needs a driver?"" They claimed that the driverless cars should do everything by itself instead having the dirver controlling it. They think there is no difference if we use a normal car",Counterclaim
I agree with this part because if the car is driving and he human is faling asleep then the cars with cameras will notify them by vibrating the seats and waking the person up. ,Counterclaim
"
Eventhough there are many possible problems of the Google car, there are a few positives. ",Counterclaim
It's ok to have a driverless car for long road trips because they could protect you more and react faster on a high way then on a everyday street that gets drove on everyday. I think the GM's idea on having the seat vibrate when backing up into a object is a great idea. ,Counterclaim
"However, they explain how great driverless cars are and how they will help many people when it comes to driving ",Counterclaim
Sure there are sensors to help with the saftey.,Counterclaim
"Driveless cars may seem appealing becuase of the convience of everyone have a personal taxi driver (the car itself),",Counterclaim
"Let's start off with the pros, because there definitely are some.",Counterclaim
" Sure, drunk drivers would be less of a problem",Counterclaim
maybe some people might think of using the self-controlled car at night when you are so tired that you can't drive anymore because that is dangerous.,Counterclaim
"although it may seem like a good idea, Alot of the men and women who drive these public trsnportation devices would be losing their jobs if people decide to not use them anymore becasue there is self sufficiant cars and they would complt to being forced to try to find another job which they might not be able to get. ",Counterclaim
"""We have to interpret the driving fun in a new way."", or so the article says in passage Eight. Some maufacturers hope to do that by bringing in car entertainment and information systems that use head on displays. Which can be turned off instantly when the driver needs to take over,",Counterclaim
"Now someone that would condone a driverless car would say, ""You would need to make sure everything is properly working before taking it out on the road.""",Counterclaim
Yeah the car would have its flaws ,Counterclaim
The only major bad thing about having one would be having to worry about serious accidents that might happen. ,Counterclaim
"Now I like that we have cars that will be able to make the roads safer with sensors. That's something we can capitilize on,",Counterclaim
The only solution that could possibly work is for manufactures to have cameras in the car watching the driver that is a positive.,Counterclaim
"On the other end of the argument, we haven't come that far to make a driverless car. Sometimes machines mess up and cause problems and that could happen to this. There should be a button or something like that to switch a driverless car back to a normal car. We just dont have enough technology to do a driverless car and to make one now would be dangerous. ",Counterclaim
"Sure, there would probably be less accidents and less rule breaking",Counterclaim
 The negative thing about driverless cars is that they still require humans. ,Counterclaim
Driverless cars also have a negative side. The cars still require a human to be alert in case he needs to take the wheel. ,Counterclaim
Maybe for older folks who have trouble or someone having so much money for one they just get one for the fact that they want to say that they have it. ,Counterclaim
"However, even though this technology offers so much to humanity, it could also take away. ",Counterclaim
There are many positives to this but I question how well the car would be able to keep the driver awake ,Counterclaim
 Another concern I would be afraid to get into a car that relies on so much more technology. ,Counterclaim
"The driverless car is not perfect, though. ",Counterclaim
Okay now you could that it would happen because of new computer software and it updates constantly. ,Counterclaim
"All of these advancements in the car industry sound like maufacturers could make the smarter driverless car by next week, but there are other opinions. ",Counterclaim
"People may be worried about the safety to,of course.",Counterclaim
The negitive part to this car is that it is probably really expensive. ,Counterclaim
The driverless car would be a really cool invention that could allow driver to relax but also cause more stress.,Counterclaim
" they use radars and those can cost two hundred million dollars, that right there is a down side.",Counterclaim
One of the biggest down fall is the law. ,Counterclaim
"Yes, having driverless cars makes us have to do less work. ",Counterclaim
 In some cases driverless cars do seem safe,Counterclaim
"While some people may see them as just another difficulty we would have to work out,",Counterclaim
"With all of the accidents that happen every day, would driverless cars cause more problems in comparison?",Counterclaim
Another problem would be the worry of hackers with technology today.,Counterclaim
" So will there still be law suits agaisnt companies if an accident does occur?

Well while technology advances our laws remain.",Counterclaim
Automakers are continuing their work on the assumption that the problems will be solved. However their technology won't be able to give the pleasure of driving to those who wish to drive.,Counterclaim
"Although driverless cars can help reduce the risk of accidents, other people believe the technology isn't safe enough for roads. The technology can fail at any moment and a crash or accident can occur. ",Counterclaim
"I believe that driverless cars could be a great benefit to this country, but they cannot replace all cars with them. ",Counterclaim
"This allows for some people to argue that driverless cars are not reliable,",Counterclaim
The problem with this is that the car needs some way of notifying the driver if he falls asleep. ,Counterclaim
"One big argument when it comes to driverless cars is the potential for an accident.

The worry is that if the technology in the car quits working and the car crashes, who do you blame? ",Counterclaim
The only flaw with autonomous car that I can visualize is the possible glitches in it's programing,Counterclaim
"Although, as the article states, ""If the technology fails and someone is injured, who is at fault""",Counterclaim
"Now, some people may be questioning the cars' ability to drive, especially in unusual situations. It's a given that these cars wont originally be flawless, and that they'll need some help along the way.",Counterclaim
"Yes, you could sleep while you go to work ",Counterclaim
They also could have a negative affect on society just like in the late 1950's. ,Counterclaim
"The driverless car might not be a good idea because "" Even if traffic laws change, new laws will be needed in order to cover liability in the case of an accident.",Counterclaim
"Dr. Werner Huber, BMV project manager driver, suggests that they just have to find a new way to interpret the driving fun. Companies suggest that insert certain in-car entertainment display, so when the driver needs to take over, it will turn of. Others are suggesting to install a seat that vibrates when the human driver needs to take control.",Counterclaim
"You might say that a driverless car is still illegal in most states. This is because it still has not been profected. The developers are still working to ensure that a driverless car is safe enough to be on the road at all times, in all situations. ",Counterclaim
 some may argue that the driver should never be resting and relaxing when at the wheel.,Counterclaim
"You might argue that humans driving have just as high of a risk, ",Counterclaim
" I, on the other hand, am not worried about that, becasue even if one car has a giltch there will be many other smartcars on the road to help avoid an accident. That's why these cars should definatley be on the road.
",Counterclaim
"Although they would make life easier soemtimes,",Counterclaim
What about being bored while your car drives itself? Doesn't a smart car take the fun out of driving?,Counterclaim
"While some may argue that the automation of the car takes away the factor of human error,",Counterclaim
Yes it might put some people out of jobs,Counterclaim
" Most humans, if you give them something that can make them have to work less, will rely souly on that one product to do all that it can possibly do to help them, but when that product has a malfunction it could be disasterous. ",Counterclaim
"To me, that's the only problem...the cars aren't fully in control ",Counterclaim
Some may say that driverless cars can actually help and are a good invention. They can make driving across the country or down to Florida for spring break much easier than having to sit and pay attention to the road for sixteen hours straight.,Counterclaim
"Machines are only as smart as the human making them.

So there could be flaws and mishaps that can occur,",Counterclaim
The idea of driverless cars can be dangerous in the matter of if something goes wrong and the driver is not alert it would cause an accendent. ,Counterclaim
"Others might argue, ""Further improvements in sensors and computer hardware and software to make driving safer are also leading to cars that can handle more and more driving tasks on their own,",Counterclaim
there are many people out there who believe driverless cars are the future. ,Counterclaim
"Just because there is driverless cars coming soon doesn't mean that people can just drive them around whenever they feel like it, its same as being a car when you have control. You still have to watch out and go the speed limit, you can't take it and sleep when it's driving. ",Counterclaim
"Have they thought about the car accidents that could happen? Or how it could injure someone? This will take more responsibility than what a driver has now.

Would there have to be any test taking for those who want their permit or license? How do you know if they are capable of being in control over those things? Having the cars we have now are good enough.",Counterclaim
Driverless cars may appeal to the younger generation because of the flahy technology ,Counterclaim
"On the other hand, driverless cars have multiple downsides, some aspects are clear improvements from automobiles today. ",Counterclaim
Althoug countries like Canada and Florida has made driveless cars illegal ,Counterclaim
So one thing that you might ask is well they have sensors that will keep everyone safe. ,Counterclaim
" The car seems like it would be helpful in certain areas, for example people with fatigue. they coulb be tired feeling like they're about to fall asleep. they have a car driving itself to the location. ",Counterclaim
"On the other hand, I can see how peope would be against this they may think it could cause more crashes. ",Counterclaim
 I can see someone's view that is against this as why would I want a driverless car if I still might have to drive it. ,Counterclaim
"On the other hand, someone who is against the driverless car might feel this is unsafe. ",Counterclaim
"Some might argue that driverless cars aren't truly autonomous yet, and that issues could appear if there is a system error with the car. ",Counterclaim
"Driverless cars dont just have cons though they have pros.

One pro is that if someones is drunk they can get in the car and not have to control it and having the risk on getting into a dangerous accident.

According to the text it says that the car system is a safety feature. ",Counterclaim
 A negative thing about having a driverless car is that drivers would get bored when waiting for their turn to drive.,Counterclaim
"From a devil's advocate perspective, the idea of these cars are actually quite neat to me.",Counterclaim
Even though you may get bored and want to drive ,Counterclaim
The question that may pop up in a lot of consumers mind is what if something goes wrong wit the system of the driveless car? ,Counterclaim
"Some people probably hate the idea of the car. Yes, there are cons to the car",Counterclaim
"Those who believe that driverless cars are a good thing for us would argue, ""Now the driving experience can be alot less boring and more enterianing."" Dr. Werner Huber, a BMW project manager driver, says ""The psychological aspects of automation are reallly a challenge. We have to interpret the driving run in a new way."" Some manufactures want to successfully bring in-car entertainment to driverless cars to prevent people from getting bored",Counterclaim
"Some would also argue that technology is up to par and is able to handle driverless cars. The text states, ""Automakers are contining their work on the assumption that the problems ahead will be solved.""",Counterclaim
the part that is good about the car telling the driver to help is it would keep the drivers alot more on the road then they would be if it could stop and pull over all on its own,Counterclaim
"Many thoughts and ideas about these driverless cars are genius. Who would not want a car that could drive itself? These cars can steer, accelerate, and brake themseleves. Driving the car still needs human access, but not like it would if these cars could do these things. Driverless cars could change the world as we know it",Counterclaim
"I understand that it would be fasinating to just be able to sit and look around at stuff on the way to your destination or even just relax. Why not just stop and explore? Why not just have gas stations fill up your gas for you, or even robots do your own homework or chores?
",Counterclaim
" In the future though, if kids grow up around driverless cars and aren't actually taught the rules of the road, then if there is an emergency that requires the drivers immediate attention as stated in the article, then the driver probably wouldn't know what to do.",Counterclaim
"I also think that driverless cars could be a great thing for the future of technology, but the question that is asked in paragraph 9 of the article is very important to keep in the minds of the car manufacturers. If people rely on their car to do the driving for them, then if there is a wreck who is a fault, the driver or the manufacturer?",Counterclaim
"The reasoning to make these cars is kind of crazy to think about, waking up in the morning knowing that you don't have to drive all the way to work. Sounds pretty good right?",Counterclaim
People may think that having a driverless car would keep them from having to do the work themselves. ,Counterclaim
"This will have a negative affect because they should be able to work under all condition of driving. Driverless cars can have negative aspect and positve aspect on the driving laws . In a negative way these cars cant function in certain areas and this can disrupt driving , it is also illgeal to even test computer driven cars in most states",Counterclaim
Many people believe that these autonomous cars are highly dangerous to the public.,Counterclaim
"Now, others will think the cars to be completely impractical in todays society,",Counterclaim
Their are many things that a car with no driver can lead people to think. Like it may lead people to think that maybe sitting in a car and not driving may get boring. ,Counterclaim
In contrast to that people may think that this might become a safety hazard. ,Counterclaim
However for some people the concept of driverless cars is scary. ,Counterclaim
"Many people will argue that Driverless Cars would be very helpful the todays busy and nonstop world,",Counterclaim
For now law is the major issue ,Counterclaim
I think that driverless cars could be very valuble in the future ,Counterclaim
Many of these driverless cars still require a form of human drivers to guide vehicles through special situations such as road blocks or work zones,Counterclaim
"This wouldn't be a so callled easy or quick prosses with getting these cars out on the road as soon as possile either, minor problems/faults with still occur.",Counterclaim
I do like the sound of all the cars that can drive itself. ,Counterclaim
If you were to buy a driver less car you would expect to relax during the car ride. ,Counterclaim
"However, these driverless cars still do obtain some faults. These faults are included in the article. ""They can steer, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead requires human skills, such as navigating through work zones and around accidents. This means the human driver must remain alert and be ready to take over when the situation requires."" This shows that drivers must retain some sort of awareness of what is going on around them. They cannot take naps or completely zone out, especially when approaching an accident or work zone.",Counterclaim
"Smart cars may not be ready, but smart roads are.",Counterclaim
Let's say cars would be able to drive without smart road.,Counterclaim
"Now some will ask ""how will you pay for such a large project?""",Counterclaim
"It sounds silly and far fetched at first, ",Counterclaim
Sadly these cars are not fully complete so some still need the assistance of humans when it comes to accidents or moving to avoid the work zones. ,Counterclaim
"These cars use rotating sensors, video cameras, automotive radar sensors, GPS receivers, and inertial motion sensors.

All these devices can add to the price of the car cuasing driverless cars to be more expensive.

Will people by these cars if the cost more or will they just sit. ",Counterclaim
The article mentions many of the new safety features of driverless cars.,Counterclaim
"There are still some trouble spots such as traffic jams, work zones, and accidents",Counterclaim
This actually probably could help people who are hurt/injured who can't drive get to places possibly ,Counterclaim
Some people will ignore that because they feel that they safe because of the driverless car.,Counterclaim
Some might say that driverless cars will take more jobs than it gives. These people say that taxi drivers and bus drivers will lose their jobs. ,Counterclaim
People might say that driverless cars end up making people lazier by allowing them to do little to nothing and still get where they want to go.,Counterclaim
"On the other hand, some people wouldn't lay their lives in the hands of a self driving car. ",Counterclaim
"However, these cars are not perfect by any means. They are sitll a work in progess meaning they will have some difficulties, or things that would hold them back.",Counterclaim
they claim that these driverless cars are more fual efficent ,Counterclaim
"The only problem with dreverless cars is that most law makers do not know if it is more safe with driverless cars or with humans drivers. Law makers know that the safety is best when they have alret drivers. Since lawmakers think that driverless cars are illegal in most states , expect for California , Nevada,Flordia , and the District of Columbia",Counterclaim
"Many people agree with the making of the car because ti will relieve alot of things and no ne will have to worry about driving 15 hours to another state becasue, the new and improved car will do all of that on its own. ",Counterclaim
 I know that accidents are gonna happen with a human driving a car or with a computer driving a car,Counterclaim
"It couldn't do harm, besides many lawsuits,",Counterclaim
But I'm not totally against it because it seems like they have the right idea. In the passage it states that the combination of the censors that the cars will need and the laser beams to form a constantly updating 3-D model of the car's surroundings. The combination of all this input is necessary for the diverless car to mimic the skill of a human at the wheel!,Counterclaim
Some positive reasons for having driverless cars is that it would be easier and better for people to have them.,Counterclaim
There are some good things to having driverless cars though.,Counterclaim
Before they allow these cars out on the road first they have to get rid of some of the laws and regulations about driverless automobiles.,Counterclaim
"Some say that the driver would get bored waiting for ""their turn to drive"". Also others say it would not be fun sitting watching the car drive. ",Counterclaim
"Don't get my critism of the entire idea confused, I think it is a splendid idea.",Counterclaim
"On the other hand, there could be a couple positives to this.",Counterclaim
Some of my positives of the driverless cars are that if you late for work but didn't have time to eat breakfast then you can eat it in the car while the driverless car is driving or you could do your hair if you had to rush and all you could do is shower and get dressed. Or you have to talk on the phone for work or something because if you dont have a blutooth then you can't really drive with the phone in your hand and and you could get pulled over and get a ticked. ,Counterclaim
" Some states think the smart car may abstruct those laws such as California, Nevada, Florida, and the District of Columbia.",Counterclaim
Now I know that driverless cars would help people in many ways ,Counterclaim
"The only problem with the driverless car would be driver having to park on their own, as said in the passage.",Counterclaim
"Some people would call it laziness, ",Counterclaim
"Understandably, there are reasons why people are against the development for these smart cars. ",Counterclaim
"People, might often say,"" but we are becoming more advanced, why are you so against that?"".",Counterclaim
The positive sides to driverless cars is the people that text and drive really don't have to worry about wrecking because the car is doing everything for you and you really wouldn't have to watch the road.,Counterclaim
The other positive side to this driverless car is that there are antilock brakes which means that they are sensors and the story gives us evidence that it has been advanced to detect and respond to the danger of out-of-control skids and rollovers.,Counterclaim
The next positive thing that I think for the ddriverless cars is that it could help tremendously with the drunk driving people do.,Counterclaim
In the new cars drivers need to be aware as if anything goes wrond with the drive they are there to take over. why would anyone want a driveless car that still needs a driver? Wouldent it get boring waiting for your turn to drive?,Counterclaim
"Yes, it would be a success for our world of technology to make this happen.",Counterclaim
Most people would say the car would have a computer that would know the laws. ,Counterclaim
The cars wouldn't fix all of the problems that come along with cas accidents and problems,Counterclaim
One solution to the fact that a human operator must take over when facing roadwork is the idea of smart roads. Smart roads would use a cable to send radio signals to a receiver on the front of a car.,Counterclaim
" Yes I get that it could prevent traffic jams and take you the most fastest way to your destination according to traffic,",Counterclaim
"More materials might come out and make cars more safe than they already are,",Counterclaim
Even though they could be safer than a person driving,Counterclaim
"The author states ""If the technology fails and someone is injured, who is at fault-the driver or the manufacturer?"" This would make the passing of the law to allow self driving cars tricky",Counterclaim
whie what i said is true it is also a small issue that can be remedied within a couple years with new breakthroughs in how the new features operate to be much more reliable in an event when they're needed and also when updated traffic laws are put into place to accomodate the new smart cars,Counterclaim
"All of the ""driverless"" cars now arent fully driverless. ",Counterclaim
"Of course, if the technology was perfect, the cars could benefit in a lot of ways ",Counterclaim
"The other side of argument is that driverless cars are a good thing. According to paragraph one "",The car he forsees would use half the fuel of today's taxis."" That sentence shows that the people that are for driverless cars see change in fuel usage. The people for this car also say that the car has human like driving skills. There also claims of this car being driverless. They also claim that some people get bored behind the wheel of a older car. ",Counterclaim
"Yes, there are benifits to driverless cars",Counterclaim
Using the heads-up system is a good idea,Counterclaim
Some people may argue that these cars bring a negative aspect. They worry that these cars' technolgies could fail and they only feel secure when the car is driven with a human driver in control at all times. They also reason that sensors are nothing new.,Counterclaim
You guys may think this car is amazing,Counterclaim
"Even though I am against this, I still reconginze that there could be positives to this.",Counterclaim
People may say that even today with people driving cars that there can be glitches in cars.,Counterclaim
"One argument a person could use is that the cars would have more knowledge about driving than an actual person would, which could be helpful in reducing car accidents. People drive wrecklessly all the time. Which yes, this is true ",Counterclaim
"Yes, it is cool and fun to have",Counterclaim
"For people who are still worried that the cars will be unsafe because a computer can't decide what a human can and can't perform complex actions,",Counterclaim
"There are facts that prove that selfdriven cars are not a bad idea, and people have been working on imorving them for years. ",Counterclaim
"Now, the driverless cars sound easy to work. People can just lay back and enjoy a peaceful ride ",Counterclaim
"Despite the issues of liability and dependency on technology, the development of new cars could potentially reduce safety risks associated with full human control over vehicles. Because ""the information from the sensors [of the driverless cars] can cause the car to apply brakes... allow a far better response and control than a human could manage,"" driverless cars may reduce potential for crashes of other incidents. Advanced sensor technology is indeed an asset to this new development ",Counterclaim
"On the other hand, driverless cars can be very convient,",Counterclaim
"Driverless cars do sound like a good idea, having them take the wheel for you and not have the hard tasks of revesing when you can not see behind you, parallel parking, and not worrying about the speed you are going when the car can do it for you. ",Counterclaim
"It is true that there will be a lot of benefits of having driverless cars in the future, utilizing this invention could mean less human error on the roads, having those cars to be used as public transportation could be really convenient since everyone will have access to a form of transportation especially those who do not have a car to begin with, ",Counterclaim
"The good thing is that if you were on along road trip and needed to take a rest you wouldn't have to pull of to the side of the road you could just keep going and the car would drive for you. I have to say I do agree witht the vehicles that assist you when you drive tough busy areas or work areas, that is fine ",Counterclaim
But on the other side being for the driverless cars there are a lot of very good things that can come from using the driverless cars. ,Counterclaim
" on the flip side of things, this may not help.",Counterclaim
People and companies say this would be a good investment and the best choice ever ,Counterclaim
Manufacturers say this will be a great acheievment i agree,Counterclaim
negatives ,Counterclaim
"If this is a big topic why hasnt our gonverment or anybody tried to invest in the idea of a driverless car. Well theres many things we have to consider. Who would be elgible , how much would it cost etc. In the back of my mind i would think would happen if this wass actually a thing and somebody was in the car and it ran off the road or something even worse would happen. What would happen to cab drivers would they lose their jobs ? So there are many factors that go into creating new things. In Paragraph 8 the first sentence reads "" Why would anyone want a driverless car that still needs a driver ? "" that question can be answered in a sence we would still need to be in the car but would we be controling the car or would we sit back and relax? Theres no problem with that but what happens when there is a car acciendent or a traffic stop infront of you will your car alert you on whats happing ? Will you need to take control of whats happing , basically how ssmart is your car ?",Counterclaim
The public will react in a way that this a bad idea and that it should be scapped,Counterclaim
Some may argue that driverless cars are better than human drivers. ,Counterclaim
"This is argued however, as it does state in the passage that advancements are being made. These advancements are predicted to creat a real driverless car by 2020. ",Counterclaim
" This can be argued, however, as supporters of this say that cars that need drivers would never be removed, and races will stay the same as it always has been. They allso can argue, from the passage, that,""Some manufacturers hope to do that (make driverless cars fun) by bringing in-car entertainment and information systems that use heads-up displays."" ",Counterclaim
There are still certain states that have laws that state that the car would only be safe IF there is a human driver in control of the wheel.,Counterclaim
"the only thing i think would be cool about it is if i am tired and im driving and i need to go to sleep and the car could drive on its own,",Counterclaim
"When you have control you feel safer, but this can also be a con. When you hear ""Driverless cars""

you think that you won't have to do anything when thats not the case, yet.",Counterclaim
There is a positive side to having driverless cars ,Counterclaim
"Some people may think that driverless cars would not be safe at all, and may cause more wrecks.",Counterclaim
"Although, it seems with every advance in technology, there is often a down side.",Counterclaim
Even though driverless cars can possibaly be good for the economy because they use half the fuel of today's taxis,Counterclaim
Even though these cars can possabily be safer for the public when it comes to drunk drivers ,Counterclaim
But again on my other side i'm thinking that people will take adavantage of this opportunity and will be on their phones or with their buddies in the car doing something they should'nt be doing. ,Counterclaim
Some people are saying whatever if i dont trust it ,Counterclaim
"Owning a driverless car could be extremly helpful. Driverless cars will still require a driver who is paying attention to the road at all times. These cars could helpful, of course you would still have to pay attention to the road but you could relax more and not be as stressed out as you would when you are driving.",Counterclaim
Some thing make me think that driveless cars are good,Counterclaim
that it will cause less wrecks,Counterclaim
You may be asking yourselves why anyone would want a driverless car that still needs a driver. No one likes to be completely helpless or bored and waiting to take their turn. ,Counterclaim
"The positive ideas stated in the paragragh are less fuel, safer, and you dont have to completely manualy drive a car yourself. In this article one of the many reasons why driveless cars would be safer is they can steer, accelerate, brake themselves, and they notifie the driver when the need to take over the controls for certain situations. Safety is a be concern to modern drivers, the article states manufactures want to bring entertainment to the cars while you enjoy your trip. These displays can be turned off instantly when the driver needs to take over. In this way, the in-car system is actually a safety feature. ",Counterclaim
Yes the fuel is half as much as it use to be,Counterclaim
Some people may believe that the development of driverless cars is a positive thing since our technology is capable to making driveless cars that are safe (to a certain extend) and have a ability to mimic human skills,Counterclaim
Driveless cars do has its fault too.,Counterclaim
"There are some that believe with have a long way to go with the law until we see self driving cars. Paragraph nine states that ""Most drtiving laws focus on keeping drivers, passengers, and pedestrians safe, and lawmakers know that safety is best achieved with alert drivers."". They believe that without an alert driver at the wheel, the car endangers everyone around it. ",Counterclaim
It is cool that they drive themselves ,Counterclaim
"I understand the idea, and to me it sounds cool ",Counterclaim
These things might help ,Counterclaim
"However it could be a good idea to always add safety things to the car, ",Counterclaim
 With the thought and hope to succeed in the completely driverless car the goal would be to reduce the amount of car crashes and provide safer transportation. ,Counterclaim
"The driverless car could reduce the cost needed for vehicles and their needed repairs, they would be mostly robotic, and could reduce gas and gas prices causing chemicals in the air to be reduced. ",Counterclaim
"Although in many cases this may not be true,",Counterclaim
"But the con about that, is that the driver might have issues trusting the driverless car",Counterclaim
Another con will be how might the driverless car react upon other driverless cars ,Counterclaim
"Although driverless cars will not fully be completly driverless. You still can have the ability to take over the driving,",Counterclaim
Critics of the concept believe computer-ran vehicles can reach nowhere near the skill or safety of human-ran vehicles. ,Counterclaim
What would be the point of a driverless car? Reduce the number of drunk drivers on the road maybe. Or give people who can't drive the transportation they need without public transports. This would all be great! ,Counterclaim
"People may thionk that since driverless cars are computer based there would be less accidents or people who just have road rage,",Counterclaim
"Now you might say; but they will be assembled by robots, so there wont be any human error.",Counterclaim
"Oppontens of driverless cars may argue that these cars are not safe in the event of unforseen circumstances, such as accidents or road problems.",Counterclaim
I think that insted of trying to think of ways to make cars smarter. We should think of ways to make cars better for the enviroment.,Counterclaim
"The flaws of having driverless cars are that if something bad happened as said in the text who would be in the wrong for the accident, the driver or the manufactuerer?",Counterclaim
If the weather got bad and the driverless cars wasn't progammed to be ready for the situation that could havoc. ,Counterclaim
"how many people would actually have the money for a driverless car, assuming that it'll be expenisve.",Counterclaim
These cars allow for a safer driver experience. ,Counterclaim
"It is important to understand why driverless cars propose a danger to us, however, because the benefit of an automated car is not gained without risks and challengs. ",Counterclaim
"Some people might see a driverless car as a loss of freedom or a loss of control,",Counterclaim
Another argument not stated in the document was the issue of misuse of the self driving car. A major trajedy in our society is that people would possibly try to use its autonomous abilities to achieve a terrorist goal. ,Counterclaim
"But, these cars could be useful to get a good nap in, or rest so someone isn't tired and driving. They could also help out with drunk driving. ",Counterclaim
"Many say that driverless technology is not safe. Some also think that becuse they technology is likely to fail, whoes faut will it be if someone is injured",Counterclaim
"Although, the driverless cars of the present are not truly driverless. They still rely on humans to do some of the work to go around speific things like accidents or complicated traffic issues. As such, it may not be perfect, ",Counterclaim
"
Before we I go into the mees that is driverless cars, what I can say is a great system that was added was a combination of still having the driver in the drivers seat with his hands on the wheel, and being able to perfect a error thats happen in the progam of the car. Becuase at the end of the day, technogoly was made by fulad people and will make tech fulad no matter what. ",Counterclaim
Driverless cars could form a public transportation system where people all over the world could use.,Counterclaim
"However, driverless cars can also hinder us because technology can always fail, which could have catastrophic consequences. ",Counterclaim
The only forseeable problem with this is that it would be extremely expensive to redo all of the roads in the country. ,Counterclaim
"On the other hand, having driverless cars could be a bad thing. ",Counterclaim
Now granted this idea would be cool to have and it would be more fuel efficent and in the long run it would help out the environment ,Counterclaim
With driverless cars you have to think about the facts that agt any time the car shut down and stop working ,Counterclaim
There are also good reasons to have a driverless car for you to own.,Counterclaim
There are also good reasons to have a driverless car for you to own.,Counterclaim
many people in support of driverless cars portray driving as it is now as a dull part of our society that simply wastes time and energy. ,Counterclaim
"The biggest thing that's stopping driverless cars from being on the streets in my opinion is safety. Nobody has saw driverless cars on the street, so we don't know how to react to something so new.",Counterclaim
Yes the cars have sensors and GPS and cameras,Counterclaim
"Driverless cars take away human control and human error,",Counterclaim
"Secondly, the driveless cars are supposed to help for the better of the people, they say it would be ""safer""",Counterclaim
"The cars that have been developed still need a driver. What's the point of having a driverless car, when you still need a driver?",Counterclaim
The law has also made it hard to develope these driverless cars.,Counterclaim
"Yes, it sounds great and cool to not have to drive a car and it do it itself, ",Counterclaim
"Sergey Brin the cofounder of google believes it will changes the world fundamentally,",Counterclaim
"A driverless car would be an amazing accomplishment but as of right now the car cannot do everything by itself. The drivers would still need to pay attention and be ready to take the wheel at any moment. Since the driverless car is still a work in progress, it cannot drive through construction or accident cites easily.",Counterclaim
"Now some people are going to argue and say, ""These really aren't driverless cars, you still have to drive them."" Yes, they are true, as of now.",Counterclaim
"Yes it would be better on gas because it would be electric,",Counterclaim
"So why would anyone want a driveless car that still needs a driver? They think the idea of it is fun , which it is . Most laws about driving are focused on keeping the people in the vehicle safe. New laws will be made incase there is an accident . They will have to see whos fault is it- the driver or the manufacturer . ",Counterclaim
"On the surface this seems practical.

No more drivers would be needed, and robots are more coordinated so driving would become a lot safer. ",Counterclaim
Some people may argue that the driverless cars are not safe because they still need some help from the passenger for emercency situations ,Counterclaim
Most people think that driverless cars are dangerous,Counterclaim
Some may say that is a plus because they don't have do pay twenty dollars to put in gas every week ,Counterclaim
However this does raise some intersting problems especially for the manufacturer and the legal system,Counterclaim
