discourse_text,discourse_type
"everything to do with what is wrong with this winner-take-all system, being the 2000 election.",Rebuttal
as if a tie between the millions of US citizens is.,Rebuttal
"can be easily solved by simply giving the presidency to the candidate who receives a plurality of votes, rather than a majority. ",Rebuttal
but it is not.,Rebuttal
But there are many reasons why it's not. ,Rebuttal
the Electoral College is more helpful and here is why,Rebuttal
 but if thats how the system is set up then it should not be changed because if it does change then maybe everything would be different.,Rebuttal
but i promise you we wont fool around and compirmise the whole system beliving in our own belifes,Rebuttal
but their defense isnt that strong sorry to tell you that it gives me five reasons but there not strong reasons and I belive source two out battles the both  source one and two. ,Rebuttal
but we all humans and if we make the wrong decition later we can't judge you because we elect our president our ''saver''. ,Rebuttal
This argument is opinionated and has no substantial evidence behind it. ,Rebuttal
" but some of the biggest states only vote on democratic or republican canidates and thats not fair at all.
",Rebuttal
The author absolutely makes no point because you still are basicly puting in a vote for the president but just not directly. The Electoral College  is the way America organizes the voting system. ,Rebuttal
"Although that is true and it is possible, it is also incredibly rare.",Rebuttal
but now it's in the wrong time period. ,Rebuttal
But the constitution has rights and amendments that doesnt allow for those types of incidents to occur. ,Rebuttal
"The Electoral College is widely regarded as an anachronism, a non-democratic method of selecting a president that needs to be overruled by declaring the canidate who receives the most popular votes the winner. I personally think that is the best way to decide who gets in. ",Rebuttal
 some thimes you find better traditions ,Rebuttal
In my opinion the Electoral College works perfectly fine so their should be no reason to change the manner in which we elect our president and vice president. ,Rebuttal
"the fact that there is a chance that it could is overwhelming. Clearly, against even the smallest odds, the Electoral College can cause a catastrophe. ",Rebuttal
"While I understand this; however, there are flaws in this process that must not be over looked.",Rebuttal
the Electoral College has far less flaws than the vote by the general population. ,Rebuttal
Some things should change about the electoral colledge. But more things should stay the same. After all that the voting would be a new thing. ,Rebuttal
But it really  complicates the process of the presidental election ,Rebuttal
On the other hand some states like California and Texas's votes have no effect at that point. ,Rebuttal
"but they have people to do it for them. As long as they cast in the right vote for the party that that candidate represents, then the Electoral college board should be filled with all the right people.",Rebuttal
"but if the majority of the people are represnted, then that's all that matters. ",Rebuttal
" because the college is fair to the people -because they represent the people- and the college is a smart idea. The college works in everyone's favor. For those that disagree, there is always a strong chance that the candidate represented by the elctoral college will not win presidency. ",Rebuttal
This shows us that even the people that are fighting agaist the Electoral College are making random statements that either go for it or against it because they don't know what they are fighting to achieve. ,Rebuttal
"But, with the winner-take-all system we will have a certain outcome with no disputes. This gives the canidate a landslide electoral-vote victory in a state. ",Rebuttal
"But, each party selects a slate of electors who votes for the party's nominee. We the people get to choose our slate of electors, so you get to choose who gets to vote for the president of your choice, which is fair.",Rebuttal
there have only been two times that this has happened. ,Rebuttal
"but thats not how it works. Imagine the small states, no canidate is going to spend time in a state where they have no chance of winning making it unfair to voters. Theres is also the chance of many segregationists where they don't even take into consideration on who their voting for only basing it on race and or ethnicity. Electoral college is a ""Disaster Factor""(Source 2).Many thing can happen in the mist of this selection where the results can end up in a tie which would cause worries.",Rebuttal
but should 10% of the nation decide who runs your country?! ,Rebuttal
 it is very unlikely to occur.,Rebuttal
whereas we already use the popular vote today as a way of forecasting the oucome and seeing the people's real choice.,Rebuttal
but it is to the states that are being ignored. They want equality and a chance to be recognized by each of the rivals. It is clear to see that the candidates give no sign of importance to states that have slim chances of them voting for him/her. ,Rebuttal
"but they're were close ones in 1968 and 1976. There's no doubt that, if a tie happens in the Electoral College, everything would go down south. ",Rebuttal
" However, this is untrue in my opinion. The Electoral College has already created so much controversy and dissension, along with faults and problems. For the well-being of our country, it would be best to simply get rid of the Electoral College alltogether.",Rebuttal
"The president of the United States is the president for an entire country, not just a region of it. Voters from the non-swing states will still want to see the candidate to decide on who to vote for, even though they aren't voting for the actual candidate. ",Rebuttal
A presidential candidate makes many a promise during their race for Chief Executive and there is no way to be completely certain that these oaths will hold true. The same goes for the Electoral College. Citizens must have faith in the candidate as they would in the presidential election that they will put their country or state before personal wants and carry out their responsibilities honestly. The Electoral College process requires trust like any other form of election.,Rebuttal
It is true that electors can choose not to vote for the canidate they pledged to and that this has happened in the past however the electors rarely betray their party's nominee and a tie in the electoral vote is extreamly unelikely. ,Rebuttal
however many people fail to realize hat it is rare for an elector to betray his nominee. Electors rarely betray their canidate because they are chosen by the canidates party or the canidate themself. ,Rebuttal
"But the thing is, even though it might not be enough to win the election, it extremely benefits the candidates race.  Another defense states in Posner's article is that the trust of the slate of electors that you are actually voting for is ""rarely betrayed.""  This is a flawed defense because it shouldn't be rarely betrayed, instead, it shouldn't be betrayed at all! ",Rebuttal
but I beive the best way to select the president of the U.S would be by letting the people chosse what they think is the best so the people know they are noticed in this contry. ,Rebuttal
But thats were you would be wrong.,Rebuttal
"Well this can be argued by saying that this method may help the candidates because if they know that they have no chance in winning in some states, they might specifically prepare a certain speech that may persuade the state to vote for them. Also no voter's vote swings a national election. ",Rebuttal
"But the Electoral College avoids the problem of there being a run-off election. If there was no Electoral College, this would put pressure for run-off elections, which would greatly complicate the presidential election process, which it invariably produces a clear winner. ",Rebuttal
but others are also against it. ,Rebuttal
"Just because some may choose not to vote for the person they are supposed to doesnt mean that the entire college is bad. These things are going to heppen with people who think differently. Just because someone may think McDonald's is nasty and they refuse to go; are you going to not go because they don't? This happens in everything we do we are only human, we are different, not everyone thinks in the same way. When we do it is a recipe for disaster. ",Rebuttal
but what about now,Rebuttal
"False, Electoral College vote for the president. I want to keep the Electoral College.",Rebuttal
"however, this would require all the states to change their policies, which we all know won't happen very easily. ",Rebuttal
Each person has their own point of view about each thing but mine is that we should stay with the Electoral College system because it benefits the people in Florida and the United States. ,Rebuttal
 Now I understan how this can upset some one but it doesn't mean we have to compleatly abolish the system. The hiccups in the system dont even happen every election which to me makes the problems irrelevent,Rebuttal
They are wrong to disagree with the Electoral College because the College keeps everything going in order and in a clear path to let us know who our president will be.,Rebuttal
"That makes some people diagree also, but the Electoral College doesn't count how many people in each big or small state voted for president. All the college does is help the governmtent elect for the president that they most support and elect for. ",Rebuttal
"Even the Founding Fathers believed in the vote from the people to elect their leader, but it has shifted away from it.
",Rebuttal
"but if enough citizens like myself write to their local, state, and federal congress members, change just might be possible.",Rebuttal
"These claims are not based on evidence of the system being correct or being fair, these calims are based on a fear of change.",Rebuttal
but we do need the college because we also vote there and if  we dont then we do other important stuff there.,Rebuttal
Eventhough though that is true and they do vote for a slate most of the time each party selects a slate of electors trust to vote for the parties nominee and that trust is rarely betrayed,Rebuttal
there is no better system for choosing our President. ,Rebuttal
I personally beg to differ. I feel that voting for presidents would be more organized if we counted each individual vote from each individual person.,Rebuttal
This is the thing that can not be changed because this is a system that we can pull up see what they were elected for and why they were voted president and how many times. It helps us how we can choose the right president or the right vice president.,Rebuttal
"On the other hand, there is the election by popular vote, gives everyone a say in whom they'd like to vote for. ",Rebuttal
"Even if the electors that are selected and its said that the trust is rarely betrayed, the electors can still betray the person they're voting for and it can happen and it has happened before. It also doesn't say anything about the electors avoiding states that they know won't vote for them and going to states that can swing the election. ",Rebuttal
What if their was a tied would citizens like a machine take thier decision on who's going to be the leader of the United States ? I don't think so becasue a machine doesn't have a right to vote. ,Rebuttal
This isnt true because if it were so outdated and unfair it would have been substituted or changed by another system but it has remained because of its effiecency. ,Rebuttal
Certainty of Outcome is a strong point for Richard a. Posner in his article defending the electoral college and carefully states ,Rebuttal
"Although the ""swing"" states system is used, it is simply utilized becauseit induces the candidates as seen in 2012's election. But the voters in toss-up states are most likely to pay more attention to the campaign, and it is decreed that the most thoughtful voters should be the chosen ones to decide the election. ",Rebuttal
there are also ones who could care less about who the President is and just want to keep America on the edge of her seat while they decide who they want to vote for. ,Rebuttal
"But how can you trust them with a decision held in their hands with willing citizens to think about. """,Rebuttal
"ut shine a little light on the situation, it should be in America's people hands and hearts who the president should be.""...  ",Rebuttal
"But in reverse think about the the biggest election crisis in 2000."" ",Rebuttal
it is just about as fair as popular votes.,Rebuttal
"but no one voter can decide an election, and that is because the voter doesn't vote for what president they want, but for what electors they want who in part will vote for the candidate. Though they have a valid arguement the Electoral College is still the right method for the job. ",Rebuttal
But that is not all of us.,Rebuttal
"but a successful president should be able to sway the whole country into voting for him, not just a certain region. Thus, showing that regional advantages prove meaningless with the Electoral College, making it less unfair to other regions. ",Rebuttal
" this doesn't preserve the equality for other smaller states's citizens that the United States stands for. This makes it apparent that without the Electoral College only the ""big states"" would matter and the candidates wouldn't have to worry about the small states. ",Rebuttal
"but it does more harm than good and it doesn't truly change anything. As a result, the Electoral College solves the issue of uncertainty and significance of vote. ",Rebuttal
"That situation had not happened since the election of 1888 . In the past 200 years , only twice has electoral votes changed the peoples mind  ",Rebuttal
"Having a campiagn ad shows people what you want to do, how you want to help, how you want to make a change, ect... I don't understand how unfair it can be to people. ",Rebuttal
but how are my fellow Americans expected to trust a group of people who have betrayed us before? ,Rebuttal
"but with time, things change, and just because we've used something for a long time, doesn't mean we shouldn't upgrade. ",Rebuttal
but I'm sure that we can find a better way to break the tie than having untrustworthy people decide the fate of our homeland. ,Rebuttal
but the american people the real voters want a voice. also the winner-take-all system is just like not fair.,Rebuttal
"People can see what the ones against the electoral college are upset about, its true, it is the electors who elect the president, not the citizens who vote. But each party selects a slate of electors trusted to vote for the party's nominees, and that trust hardley ever betrayed. ",Rebuttal
But the electoral college restores some of the weight in the political balance that the large states lose in population. ,Rebuttal
The only disater factor on the electoral college is that its not a modern sense.. When you vote for a presidental candidate your actually voting for a slate of electors. The Electoral College needs to be updated in the method of selecting a president. ,Rebuttal
"Still, the downsides of the Electoral College outweigh the benifits. ",Rebuttal
"it is a way where everyone could be involved in fair desicions. ""At the most basic level, the electoral college is unfair to voters."" ",Rebuttal
We do understand that they put a lot of work in trying to become president but not everyone can win.,Rebuttal
"[; however,] it i sentirely possible that the winner of the electoral vote will not win the national popular vote.
",Rebuttal
"however, old methods don't always stand the test of time. Election by popular vote makes more sense in today's world.  ",Rebuttal
"that candidate might win and the people of that state will not even know who is this winning candidate until they see him on tv as an actual prsident, which probably means that the winning candidate won't help that state because he does not know well enough about it. ",Rebuttal
" but i disagree. Richard Posner, writer for slate magizine writes that this method is non-democatic, and should be overruled(source 3, paragraph 15). Although you are not actuially voting for president, you are voting for who votes for president. ",Rebuttal
"by voting for a democrate elector, your state will vote for a democratic president, if your state votes in a republican elector, then your state will vote for a republican president. It is as simple as that. ",Rebuttal
"but, either way the method of selecting the president may turn off potential voters for a candidate who has no hope of carrying their state anyways.",Rebuttal
it's still not fair to those who get confused and end up picking the wrong elector which leads to wrong vote towards the presidential election,Rebuttal
"but there are more states who do have the chance to chose and make a direct decision rather than picking an elector who may or may not go agaisnt the party that had picked them and then they can end up chosing who they, the electors want instead of what the voter really wanted and intended. Many people may be able to agree that it is best to abolish the Electoral College instead of keeping it. ",Rebuttal
"but provides no evidence to support the claim, invalidating it. ",Rebuttal
"but this entire argurment relies on the fact that there are not enough electors in any one region in order to elect a president. Although this is true it doesn't matter because the same is true of population, no one region has an overwhleming population advantage over others and population is what matters in popular vote. ",Rebuttal
"This is a parochial and shortsighted viewpoint, not considering the fact that the system of popular vote would make candidates pay attention to all populations, making all voters more educated rather than having some elite educated aristocracy in the swing states. ",Rebuttal
but the exact same thing would happen in popular vote because some states have larger populations and candidates need larger populations for election in popular vote. The electoral college in this instance changes nothing meaning that the argument leads nowhere.,Rebuttal
Although that is a disadvantage of popular vote I believe that the vast unfairness and averting disaster is worth the cost of slightly complex run-off elections. ,Rebuttal
"The only reason this is the case is because the canidates spend their whole time in the swing states and they completely alienate the other states. In fact, in 2000, seventeen states were completely skipped over by canidates ",Rebuttal
But this also is simply not the case. In 1960 the demorcratic electors were almost completely replaced by electors who would vote in oppostition of JFK. Sometimes electors flat out refuse to vote for the canidate they were elected to vote for. Cases like this completly undermine the very idea of the electoral college. ,Rebuttal
"but they would be wrong. In 1968 the outcome was only 41,971 votes away from being a tie. In 1976 it was 5,559 away in ohio and 3,687 away in Hawaii. With the Electoral college in use, a few swing voters could throw the whole election.
",Rebuttal
what a lot of people dont know when they vote they are also voteing for other electors. ,Rebuttal
But this should only be used in case of a tie in popular votes. ,Rebuttal
but not as much as the electoral college does. ,Rebuttal
They shouldnt be worried about this a tie could happen but is mostlikely never going to happen,Rebuttal
"but this isn't completely true , the winner take all method motivates candidates to focus their efforts on the "" toss-up "" states.",Rebuttal
but this country is ran by the people and their dicisons on how to move foward. ,Rebuttal
"The popular vote may not be entirely fair to all states, but it most definitely is better than the electoral college.",Rebuttal
it is still possible and causing unnecessary stress.,Rebuttal
But its actually a fair voting system.,Rebuttal
I think that in a way most people dont really have a party so their vote goes unjudged and they choose who they want in the office.,Rebuttal
"I strongly disagree with that quote because the voter no matter what is voting for there side. Weather they are voting for democrate, or republican the vote goes to an elector and then brought to state, which goes in as a vote for presidence.",Rebuttal
Now how is that qouted true when for years the Electorial College has worked everytime. ,Rebuttal
"He is simply stating that if there is a difficulty in the popular vote election, they have an electoral vote to choose the winner. ",Rebuttal
but it still has happened ,Rebuttal
"but then it goes further on to say ""it is entirely possible that the winner of the electoral vote will not win the national popular vote."" That statement proves that it is unfair and not right not just to the candidate but to the people who overall voted for them.",Rebuttal
"It also says in source 3 that ""no region (Soth Northeast, etc.) has enough electoral votes to elect a president."" But it sure does play a big role in deciding whether or not the President you want to win, will win or not ",Rebuttal
"Also because of states being more popular than other states the Electoral College might as well say that those states are better than others, which is not true",Rebuttal
 but I belive that those people are just parnoid pessmist and need to learn to have more faith in the people that we elect or the president appoints.,Rebuttal
Just because some people choose not to take it seriously does not mean you should take the right away from everyone. ,Rebuttal
would cause more relief than it would tension ,Rebuttal
"But, it is not working today. The 2000 election serves as an example of a faulty system.",Rebuttal
"Seriously, that is absurd. Every voter should have the right to know they are going to decide the election ",Rebuttal
but that was the first time since 1888. ,Rebuttal
 I still think we should still change. ,Rebuttal
"In toss-up states however, voters tend to pay more attention to the campaign and really listen to the competing canidates. So in toss-up states, thoughtful voters should be the ones to decide the election but electoral college votes don't necessarily let that happen.",Rebuttal
 But in the event that the elector is chosen and does not vote for whom he or she was elected by the people to vote for. What happens then? The wrong president is chosen because there was a fault in the system. ,Rebuttal
but the other half is guys who have great degrees and are all smart wearing suites and decideing what the think is best. There not really thinking about the farmer and what all he does and his troubles.,Rebuttal
The reality is that their vote wouldn't potentially assist their candidate towards winning the election as much as your own standing vote.,Rebuttal
Our country prides it self on one thing freedom. Then we dont have the right to vote derectly on the peorson we want. So how in the world does that help us?,Rebuttal
"However, they can fix this problem by eliminating the electoral votes process",Rebuttal
"Usually the only problem would have to  be a tie in the electoral vote , in case the election would be thrown to the House of representatives were they vote on the president. ",Rebuttal
Even though it is unfair it is widely regarded it just tells whoever person got more votes ,Rebuttal
the likeliness of this happening with the Electoral College is very low compared to the likeliness of this happening in a Popular vote.,Rebuttal
"But this isnt always true because the candidates make sure to focus on the Toss-up states which  can define an election, and these are the people who really focus on the camppaign and unedrstand their resposibility to make the right choice as a state. ",Rebuttal
it doesn't actually add up to the number the citizens actually participate in.,Rebuttal
And others may have their opinions on this but it's ok to have your own opinion also different opinions don't hurt nobody it's just that different people believe in different things.    ,Rebuttal
new things aren't always the best things.,Rebuttal
But everyone should vote to express there politcal power. ,Rebuttal
it should still be dropped and allow the people to vote.,Rebuttal
 but now we have so much technology people can vote from anywhere they dont have to go put a paper in a box anymore. The system is outdated and unfair to many people.,Rebuttal
"Although this statement has some truth to it, it also has some false. The problem that i have with that statement is that there are no facts to back it up ",Rebuttal
"that was a long, long time ago",Rebuttal
" the Electoral College has its outcomes; Big States, Run-Offs and Presidential desputes.",Rebuttal
"However, you are still voting for the person you want. The people are still making a great contribution to the decision.",Rebuttal
"However, I think this is is not true. You are voting to get the electoral college votes for the president you think will do a better job guiding the country. Your vote truly does count.",Rebuttal
" And this is true, but isn't that how it should be?",Rebuttal
yes there might be an upsid eto having an electoral college but the risks out weigh the benefits. ,Rebuttal
" but in truth, the candidates are vistiting the swing states becuase they are thoughtful voters.",Rebuttal
"The answer is yes, but it's high unlikely, and very rare, if ever. ",Rebuttal
Compulsory voting would be far more effective if voter turnout is an issue. People who would not have voted otherwise would still likely vote for the candidate they supported if voting was made mandatory. ,Rebuttal
"Dissolving the electoral college would make swing states irrelevant to presidential elections, as it'd be impossible to win votes in those states by any decent margin. Instead, campaigns would focus on the areas in which they already have an agreeable population, as to encourage them to vote, and get the most voters possible, using their resources. Trying to win states, rather than population, allows for voters to be more informed. ",Rebuttal
"But that still doesn't mean that people shouldn't have their right to vote for who they think is best candidate. It should be the people's decision on who they want to vote for, not the electors. There would be no reason to vote if the people's vote don't really mean anything. ",Rebuttal
but the electoral college is simple and yet very reliable in many ways people dont see. ,Rebuttal
"The presidential canidates look for states that have the most electoral votes, but they also need more votes than the other canidate so every vote counts. ",Rebuttal
"Nevertheless, with a voting method as complicated as the Electoral College, the room for error is far too great.",Rebuttal
"Through this one argument, advocates are essentially assuming anyone who doesn't live in a swing state doesn't care about the election as much and therefore they shouldn't have a say in the matter. This is simply not true.",Rebuttal
"It's wrong because the big states are the ones that need that population in order for the candidate to win. It's pretty fair to do it by popuation because it depends on that specific person on which candidate is gonna win, not by the state. ",Rebuttal
yet the the electoral college still has defenders . This shows electoral colllege is good because it still has its defenders. ,Rebuttal
"Only we know us the citizens thats our right and now the are taking that right away from us little by little. Let me tell you why the Electoral College is dreadful, when we vote for which candidate we want to become our president it goes to a certain group of eletors and they use all the votes from our state to push up the candidate they want to become our presidant ",Rebuttal
"That's life though , life is unfair to everyone",Rebuttal
but it's for the best.,Rebuttal
but they are missing the point.,Rebuttal
"My answer would be no, because everybody is living in the country that wants a vote from everyone so why only accept the votes that are thoughtful.",Rebuttal
but that doesnt mean that in alls it is ,Rebuttal
"This causes lots of pressure which would greaatly complicate the presidential election process. With Electoral Collage, this produces a clear winner. ",Rebuttal
"But times have changed and people want to be involved now more then ever so when you give them a paper and tell them to pick who they want as their leader, they want their opinion to matter and to make a difference which i know that in some aspect, it does influence the outcome to a certain degree, but the electors votes still have the power to overthrow the rest of the united states citizens no matter how large the percentage of the popular vote is. ",Rebuttal
"It is still very practical and less complicated. The people instead would vote for slates of electors but, they still would be voting towards you canidate. ",Rebuttal
"This is not true because the number of electorals each state gets is always decided by the number of members that state has in the House of Representatives, plus two for the senators (Office of the Federal Register)",Rebuttal
"Also, The Electoral College considers swing states and big states ",Rebuttal
"This is not true because of the idea of swing states and big states.  Swing States, also known as toss-up states, are the states that pretty much decide the election. They could go either way (Posner).",Rebuttal
Though it may benefit in some way it still has its flaws and shouldn't be used in something as big as an election for the president of the United States.             ,Rebuttal
"Yet they are mistaken because clearly our popular vote can override this system if necessary. Though it is very rare most will argue, the fact that it is possible to not allow the Electoral College to take control of our government proves that the power is really all in the hands of the citizens. Clearly, the ''unfair'' picture most perceive is largely mistaken",Rebuttal
However I do not think it makes much of a difference who is being trusted to do what one likes about them.,Rebuttal
That is suggnifucnt because it shows that the peoples vote do matter. ,Rebuttal
"This, however, is quite far from the truth. According to source three, ""the residents of other regions are likely to feel disenfranchised.""",Rebuttal
Yes there was a crisis but to say that the electoral college is corupt and bad just cause of that fiasco is to far. ,Rebuttal
"Well tough

, the Electoral College ensures a winner, and that is all that matters. ",Rebuttal
"it is a disaster factor, it is unfair against voters ",Rebuttal
" I understand what Richard is saying and he has lots of evidence to back his oppinion up, but i disagree with him. ",Rebuttal
but at the end of the day if that was the way it has been done for several years and there is no reason to change it now ,Rebuttal
"But in source 3 it states, "" But each party selects a slate of electors trusted to vote for the party's nominee"". This state the although the vote doesn't go directly to the presidents vote, it is most common for the trusted slate of electors vote for the president. ",Rebuttal
"First, why would a state turn its back on the majority vote of who their state wants to be president? If a state should do this, their representative would not be representing their state, therfore they maybe punished of may hear about it from the public.",Rebuttal
"But seeing as segregation isn't as big of an issue in the U.S, this isn't as prone to happen. ",Rebuttal
"There are also many flaws with this process though, and thats why I think it should be settled by popular vote. ",Rebuttal
"Even a equal representation or the ""equal voting system"" would create clear distinction having asian won. ""Most states have a ""winner-take-all"" system that awards all electors""-source 1.",Rebuttal
but that still doesn't matter.,Rebuttal
it still allows the peoples' voices to be heard and expessed.,Rebuttal
"But of course, no single vote can change the outcome of a presidential election since voters in presidential elections are mpstly people who want to express an opinion than thinking that a single vote will change a election. ",Rebuttal
it has helped more than do any damage to any other type of voting like that tabs we once used to vote for everything. ,Rebuttal
" but that is very inaccurate. In a popular voting scenario, things are about as basic as possible.",Rebuttal
however it could as well be thought of as fraud of the system. These members of the College could potentially curve the results of an election. ,Rebuttal
"However, this sort of thing should never occur. There should never be an occasion of a problem occuring in something as substantial as a presidential election.
",Rebuttal
"However, this still does not change the fact that other states are not receiving the proper amount of campaigning to prove a fair election. ",Rebuttal
"Of course everyone has a valid opinion, but they would be wrong. The Electoral College is the easy way to decide who will lead the country, not the best way. Today's technology can ensure a more fair way to decide the fate of the nation ",Rebuttal
but not everyone really gets a say ,Rebuttal
but that is still very rare. ,Rebuttal
But in the Electoral College if there was a tie it would lead into a whole new process with the House of Representatives ,Rebuttal
But the good thing is trust because each party selects a slate of electors trusted to vote for the party's nominee and that trust is rarely betrayed ,Rebuttal
Yet that has happened very rarely. ,Rebuttal
but not entirely.,Rebuttal
but it is entirely possible.,Rebuttal
I beleive this is a more efficent way to get votes from citizens. In conclusioun over 60 percent prefer a direct election to the kind we have no ,Rebuttal
"Don't you think we know that? Then there's the fact that only ""Big States"" have a say, what about the smaller ones? There are people there too you know. ",Rebuttal
but that doesn't help the fact that we should all have a say. ,Rebuttal
"With that I want to include that, if a state were to have it's own vote within the state and turn that into a vote then use that as a majority rule everything would be much easier.",Rebuttal
"But being realisic, no voters one vote swings a natioal electon, and about one half of the eligable American population did vote in 2012's election. ",Rebuttal
"All of these reasons are great and everything but there is always going to be a flaw in the system. Some believe that is is the people who vote in the presidents, however, all we are doing is electing the slate of electors who are are the real people who elect the president. ",Rebuttal
"but if we change the way that the votes work, the candidate that focuses on many smaller states can stand a chance in the election. ",Rebuttal
"its just when you vote you vote not for the president but for a slate of electors, who in turn elect the president of thier choice. ",Rebuttal
Now this is not a problem caused by the Electoral College but by people being misinformed whether by ads or through misinterpretation. The nominee that a person wants can still be voted for through a majority vote just through the states representative.,Rebuttal
A fear that has never been seen before in our country. There have been a few elctions where the difference was down to only 3-5 thousand but theses are still not ties. ,Rebuttal
The larger states still have more votes than small one just not numbers based in the thousands or millions. ,Rebuttal
But that is why you learn about your electors and who they want so you choose the one whon is going for you which is your president. Its as easy as doing a little research to find out who your really electing for as president of the U.S. ,Rebuttal
"I dont think that matters because why would they vote for someone who isnt fit to be president? If they are even up there, they are fit. So I think the Electoral College is just fine of a process to use for the United States of America.",Rebuttal
"Everyone should read some sourses before making an disision like this. Not just the people voting so that even the people not voting will fully understand why one disision is being made and whyone isnt being made. This one thing can affect the way electing president will be from now on to the future, unless they deside they want to change it again. ",Rebuttal
popular votes will give you a more accurate percentage of votes each candidate recieves. ,Rebuttal
but i dont think it matters because in the end it would be chosen by the people that wanted that president not what the senators wanted.    ,Rebuttal
But should we really leave such a large and important decision up to such few people? A mere 538? And even less for toss-up states? ,Rebuttal
 but to be honets isn't better to have people like our electors to pick for us some one who really know about politics and about all of it. We all would be in better hands. ,Rebuttal
"but its not true!!!.The people choose the electors you vote for which ever one you think will represent you best, you would vote for them.",Rebuttal
"There could be an easy counter argument against this, since those states have probably already made up their minds on who to vote for ",Rebuttal
"But, having people know that their vote doesn't make it to actually voting for the president makes them not as ethuisiastic about voting.",Rebuttal
it's the mere fact that WE aren't making much of a difference,Rebuttal
"True this system has worked for many years but it is time for a change. People are starting to think it is unfair and really poinless to even vote when the president they want will possibly not win anyway.
",Rebuttal
"but not always , theres a high unlikely chance that there would be more popular votes for one president like in texas for john kerry that all 34 electors would go to congress and vote for john kerry thats insane. ",Rebuttal
"but if you keep the electoral college alot of people prefer vote for their president and at the same time they know they are voting for their electorals so they think is better beacuse maybe their electorals are pretty good like their presindent.
",Rebuttal
"but there are

34,500,000

people in California alone that are being disregarded and not counted for anything more than the 500,000 in Wyoming. ",Rebuttal
"Even though the Electoral College has produces some good results, presidents being elected through popular vote will be better, more efficient, and more equal. ",Rebuttal
"However this has happened before where there has been more of a ""tie",Rebuttal
With popular vote you wouldn't have to have a run off because there is not an even number of people registered to vote in America. So i urge the popular vote to take the place of the electorial college system. ,Rebuttal
"This outlook is littered with flaws,",Rebuttal
it is the not most accurate form of voting. ,Rebuttal
Even though this system has it's down side it also helps them in a lot of ways. this stops you form having a popular vote meaning more then just two parties can send their rep. ,Rebuttal
with that being said with the presidents trying to run for president the will actually try to reach the peoples needs to meet there satisfactory. the swing states is sayiong that there one state isnt going to decide the whole election.                    ,Rebuttal
but that is an opion.  Their are meany rational reasons about why the Electoral College is benificaial rather then destructive.,Rebuttal
The Electoral College assures that the President isnt just wanted in one area that is wanted all around the country.  Electoral Colleges assure that the President is wanted in many differt parts of the United States.,Rebuttal
but this may actually determine the election. ,Rebuttal
but the probility of that happening is not likely. ,Rebuttal
i think thats far more organized than for everyone to go through a process on a computer or something  ,Rebuttal
"However, thats why there is representatives. They break the tie on who to become president.
",Rebuttal
their is a couple of downsides ,Rebuttal
I believe the Electoral College is an overrated nor practical. ,Rebuttal
this method also cant get any more fair because the people vote who they want and whoever has more votes then they win. whats not fair about that? ,Rebuttal
" In a situation like this, it doesn't even matter what the popular vote results are becasue the College still gets their unique say in the presidency. However, if we got rid of the Electoral College it wouldn't matter if there was a tie in the popular votes because it could just be disputed in Congress, the same way it would be handled if there were to be a tie in the current Electoral College",Rebuttal
"I think that it does not matter if Richard Nixon, Jimmy Carter, Bob Dole, and the AFL-CIO all want to Abolish the electoral college ",Rebuttal
 but I think it will just cause problmes. We would have to make new rules to when it comes to voting which could take a long time because we would have to have he approval of many people. Then everyone would have to learn these rules and the age to vote could be possibly changed.,Rebuttal
"However that is very rare, and only happens maybe once a century. In source three the author stated that in 2000, when Gore had more popular votes than George Bush, it was the first time since 1888 that the electoral college didn't side with the popular vote. It is very possible, but very unlikely",Rebuttal
The state legislatures are technically responsible for picking electors and thaat those electors could always the will of the people ,Rebuttal
"but that defeats the whole purpose of the Electoral Votes.
",Rebuttal
electoral college is not fair to the people because they dont get as much say as representatives and popular votes,Rebuttal
it is regarded as an anachronism. It is non-democratic and i believe it is unfair ,Rebuttal
but maybe it's time for a change. ,Rebuttal
Then ask yourself what would really be the harm of ingoring the Electoral College. It only would make the outcome clearer. ,Rebuttal
"it is not, for it is one of the things that keep our counntry in near perfect shape",Rebuttal
"In my opinon, I urge you to ask yourself. Can you really trust these electors?",Rebuttal
"I completely disagee with this because what mathematial, tangible, or hard core evidense is there to physically prove that the people in toss-up sates are more thoughful that the people who aren't. I think that candidates should go to states that have more people that are the opposite party. ",Rebuttal
 but the way they do things makes it fair game. It keeps the system balanced.,Rebuttal
Just because not everyone pays close attention to the competing campaign. It doesn't been they shouldn't be treated differently than the ones who do. Everyone should be treated equally no matter what there opinion or choice is. ,Rebuttal
"But in reality, it is just as easy to tie in the Electoral College. Its happened recently too, in 1888 and again in 2000",Rebuttal
"Despite the reasons the electoral college is still the unfair, outdated, and irrational system it could be. ",Rebuttal
" this is false.  As Americans vote they vote for a slate of electors, which definitly creates a loss of the opposing or minority votes. ",Rebuttal
"but in this modern age of knowledge, people can be trusted to choose a leader that shares in the best interests of our country.",Rebuttal
The bad thing is knowyone really votes for the president with an electoral college ,Rebuttal
"This says that situations like this are very rare, yet it is still possible. Even so, wouldn't you rather the people be heard rather than a politician that claims to represent his state? ",Rebuttal
"but I really think we should even though it has some flaws, here is my three reasons why.
",Rebuttal
"Although I strongly believe that the Electoral College should be discontinued, I do resspect the other side's opinions and mean no disrepect. ",Rebuttal
